pl_hostname,pl_pnum,st_optmag,gaia_gmag,st_teff,st_mass,st_rad
OGLE-2015-BLG-0051L,1,,,,0.1,
OGLE-2015-BLG-0954L,1,,,,0.3,
OGLE-2015-BLG-0966L,1,,,,0.38,
OGLE-2015-BLG-1649L,1,,,,0.34,
OGLE-2015-BLG-1670L,1,,,,0.55,
OGLE-2016-BLG-0263L,1,,,,0.13,
OGLE-2016-BLG-0613L AB,1,,,,0.72,
OGLE-2016-BLG-1067L,1,,,,0.3,
OGLE-2016-BLG-1190L,1,,,,0.88,
OGLE-2016-BLG-1195L,1,,,,0.08,
OGLE-2016-BLG-1227L,1,,,,0.1,
OGLE-2017-BLG-0173L,1,,,,0.4,
OGLE-2017-BLG-0373L,1,,,,0.25,
OGLE-2017-BLG-0482L,1,,,,0.2,
OGLE-2017-BLG-1140L,1,,,,0.21,
OGLE-2017-BLG-1434L,1,,,,0.23,
OGLE-2017-BLG-1522L,1,,,,0.04,
OGLE-2018-BLG-0596L,1,,,,0.23,
OGLE-2018-BLG-0740L,1,,,5912,1,
OGLE-TR-056,1,15.3,12.909,6050,,
OGLE-TR-10,1,14.93,15.684,5950,1.14,1.17
OGLE-TR-111,1,15.55,16.528,5040,0.85,0.83
OGLE-TR-113,1,14.42,,4790,0.78,0.77
OGLE-TR-132,1,15.72,,6210,1.3,1.32
OGLE-TR-182,1,,16.678,5924,1.14,1.14
OGLE-TR-211,1,,15.07,6325,1.33,1.64
OGLE2-TR-L9,1,,14.564,6933,1.52,1.53
Oph 11,1,,18.912,2375,0.02,
PH1,1,13.718,13.699,6407,1.53,1.73
PH2,1,12.62,12.581,5629,0.94,1
POTS-1,1,17.94,17.26,4400,0.69,0.59
PSR B0329+54,1,,20.186,,1.44,
PSR B1620-26,1,,,,1.35,
PSR J1719-1438,1,,,4500,1.4,0.04
PSR J2322-2650,1,,,,1.4,
Pr0201,1,10.52,10.351,6174,1.24,1.15
Proxima Cen,1,11.11,8.954,3050,0.12,0.14
Qatar-1,1,12.843,12.476,5013,0.84,0.8
Qatar-10,1,12.879,12.698,6124,1.16,1.25
Qatar-2,1,13.3,13.028,4645,0.74,0.78
Qatar-3,1,12.88,12.82,6007,1.15,1.27
Qatar-4,1,13.6,13.411,5215,0.9,0.85
Qatar-5,1,12.82,12.524,5747,1.13,1.08
Qatar-6,1,11.438,11.125,5052,0.82,0.72
Qatar-7,1,13.03,12.927,6387,1.41,1.56
Qatar-8,1,11.526,11.349,5738,1.03,1.31
Qatar-9,1,14.133,13.687,4309,0.72,0.7
ROXs 12,1,14.294,13.266,3850,0.87,
ROXs 42 B,1,,13.116,,1,
RR Cae,1,,13.658,,0.44,
Ross 128,1,11.15,9.591,3192,0.17,0.2
Ross 458,1,9.72,8.908,3621,0.49,0.63
SR 12 AB,1,13.265,12.181,,,
SWEEPS-11,1,19.83,,,1.1,1.45
SWEEPS-4,1,18.8,,,1.24,1.18
TAP 26,1,,11.81,4620,1.04,1.17
TCP J05074264+2447555,1,,,,0.25,
TOI-132,1,,11.321,5397,0.97,0.9
TOI-150,1,,11.341,6255,1.35,1.53
TOI-163,1,,11.219,6495,1.44,1.65
TOI-172,1,,11.193,5645,1.13,1.78
TOI-813,1,10.322,10.235,5907,1.32,1.94
TYC 3318-01333-1,1,,9.463,4776,1.19,5.9
TYC 3667-1280-1,1,9.86,9.423,5130,1.87,6.26
TYC 4282-00605-1,1,10.58,9.909,4300,0.97,16.21
TYC 8998-760-1,1,11.13,10.65,4573,1,
TrES-1,1,11.76,11.556,5230,1.04,0.85
TrES-2,1,11.411,11.282,5850,1.36,1.12
TrES-3,1,12.402,12.2,5650,0.93,0.83
TrES-4,1,11.592,11.473,6200,1.08,1.66
TrES-5,1,13.718,13.46,5171,0.9,0.87
UKIRT-2017-BLG-001L,1,,,,0.81,
USco CTIO 108,1,,17.423,2700,0.06,
USco1556 A,1,15.361,14.31,3410,0.33,
USco1621 A,1,13.712,14.177,3460,0.36,
V0391 Peg,1,14.57,14.59,29300,0.5,0.23
V830 Tau,1,12.377,11.693,4250,1,2
VHS J125601.92-125723.9,1,17.759,,2620,0.07,
WASP-1,1,11.79,11.535,,1.24,1.47
WASP-10,1,12.7,12.174,4675,0.75,0.7
WASP-100,1,,10.615,6900,0.77,1.57
WASP-101,1,,10.138,6380,1.41,1.31
WASP-103,1,12.1,12.193,6110,1.22,1.44
WASP-104,1,11.12,11.593,5475,1.08,0.96
WASP-105,1,12.1,11.845,5070,0.89,0.9
WASP-106,1,11.21,11.366,6055,0.93,1.31
WASP-107,1,11.471,11.174,4430,0.69,0.66
WASP-11,1,11.6,11.553,4800,1.42,0.89
WASP-113,1,11.771,11.604,5890,1.32,1.61
WASP-114,1,12.743,16.108,5940,1.29,1.43
WASP-117,1,10.15,10.027,6040,1.29,1.22
WASP-118,1,11.02,10.92,6410,1.32,1.7
WASP-119,1,12.2,12.101,5650,1.02,1.2
WASP-12,1,11.69,11.5,6360,1.43,1.66
WASP-120,1,11,10.899,6450,1.39,1.87
WASP-121,1,10.44,10.375,6459,1.35,1.46
WASP-123,1,11.1,16.555,5740,1.17,1.28
WASP-124,1,12.7,12.575,6050,1.07,1.02
WASP-127,1,10.15,10.054,5620,1.08,1.39
WASP-129,1,12.3,11.813,5900,1,0.9
WASP-13,1,10.42,10.38,5950,0.72,1.37
WASP-130,1,11.1,10.972,5625,1.04,0.96
WASP-131,1,10.1,9.867,6030,1.06,1.53
WASP-132,1,12.4,11.754,4775,0.8,0.74
WASP-133,1,12.9,12.715,5700,1.16,1.44
WASP-135,1,13.28,13.004,5675,0.98,0.96
WASP-136,1,9.98,9.819,6260,1.41,2.21
WASP-138,1,11.81,11.687,6272,1.22,1.36
WASP-139,1,12.4,12.271,5310,0.92,0.8
WASP-14,1,9.75,9.646,6475,1.62,1.4
WASP-140,1,11.1,10.82,5260,0.9,0.87
WASP-141,1,12.4,12.482,5900,1.25,1.37
WASP-142,1,12.3,12.757,6010,1.33,1.64
WASP-144,1,,12.915,5200,0.81,0.81
WASP-145 A,1,,11.358,4900,0.76,0.68
WASP-147,1,,12.183,5702,1.04,1.43
WASP-15,1,11,10.797,6300,1.18,1.48
WASP-151,1,12.795,12.628,5871,1.08,1.14
WASP-153,1,12.8,12.497,5914,1.34,1.73
WASP-156,1,11.6,11.323,4910,0.84,0.76
WASP-157,1,12.91,12.182,5772,1.06,1.1
WASP-158,1,,12.091,6350,1.38,1.39
WASP-159,1,,12.295,6120,1.41,2.11
WASP-16,1,,11.125,5700,1.78,1.14
WASP-160 B,1,,12.884,5298,0.87,0.87
WASP-161,1,,10.899,6400,1.39,1.71
WASP-162,1,,12.065,5300,0.95,1.11
WASP-163,1,,12.251,5500,0.97,1.01
WASP-164,1,,12.468,5806,0.95,0.93
WASP-165,1,,12.543,5599,1.25,1.75
WASP-166,1,,9.257,6050,1.19,1.22
WASP-167,1,,10.579,7000,1.59,1.79
WASP-168,1,,11.714,6000,1.08,1.12
WASP-169,1,,11.721,6110,1.34,2.01
WASP-17,1,11.6,11.38,6550,2.28,1.49
WASP-170,1,,12.469,5600,0.93,0.94
WASP-171,1,,12.441,5965,1.17,1.64
WASP-172,1,,11.01,6900,1.49,1.91
WASP-173 A,1,11.102,11.397,5800,1.05,1.11
WASP-174,1,,11.683,6400,1.3,1.31
WASP-175,1,,11.721,6229,1.21,1.2
WASP-177,1,12.58,12.072,5017,0.88,0.89
WASP-178,1,,9.912,9360,2.07,1.67
WASP-180 A,1,10.682,10.913,6600,1.3,1.19
WASP-181,1,12.91,12.783,5839,1.04,0.96
WASP-182,1,,11.917,5638,1.08,1.34
WASP-183,1,12.76,12.815,5313,0.78,0.87
WASP-184,1,,12.567,6000,1.23,1.65
WASP-185,1,,10.895,5900,1.12,1.5
WASP-19,1,12.59,12.109,5568,0.9,1
WASP-190,1,,11.633,6400,1.35,1.6
WASP-192,1,,12.535,5910,1.09,1.32
WASP-2,1,11.88,11.564,5180,0.9,0.87
WASP-20,1,10.68,10.65,5940,1.2,1.39
WASP-21,1,11.58,11.399,5800,0.89,1.14
WASP-22,1,12,11.582,6000,1.46,1.24
WASP-23,1,,12.321,5150,0.78,0.77
WASP-24,1,11.306,11.394,6075,1.43,1.42
WASP-25,1,11.88,11.688,5750,0.67,0.8
WASP-26,1,,10.994,6034,0.86,1.22
WASP-28,1,12.03,12.029,6150,1.02,1.09
WASP-29,1,,10.893,4800,0.77,0.79
WASP-3,1,10.5,10.453,6400,1.62,1.44
WASP-31,1,11.7,11.816,6302,1.16,1.25
WASP-32,1,11.3,11.409,6140,0.72,0.95
WASP-33,1,8.142,8.07,7430,1.5,1.44
WASP-34,1,10.4,10.205,5700,0.96,0.91
WASP-35,1,11.01,10.853,5990,1.05,1.08
WASP-36,1,,12.628,5959,1.08,0.98
WASP-37,1,12.704,12.542,5800,0.93,1
WASP-38,1,9.447,9.21,6180,1.76,1.52
WASP-39,1,12.11,11.887,5400,0.93,0.9
WASP-4,1,12.5,12.316,5400,0.86,0.89
WASP-42,1,12.57,11.969,5315,0.95,0.89
WASP-43,1,12.4,11.907,4400,0.58,0.6
WASP-44,1,12.9,12.896,5420,0.94,0.91
WASP-45,1,12,12.049,5150,0.85,0.85
WASP-46,1,12.9,12.852,5600,0.83,0.86
WASP-48,1,11.72,11.523,5920,0.88,1.58
WASP-49,1,11.36,11.291,5600,0.92,0.97
WASP-5,1,12.3,11.996,5700,0.96,1.03
WASP-50,1,11.6,11.552,5400,0.89,0.84
WASP-52,1,12,11.954,5000,0.87,0.79
WASP-54,1,10.42,10.244,6100,1.08,1.76
WASP-55,1,11.8,11.775,5900,1.11,1.09
WASP-56,1,11.484,12.003,5600,0.71,0.96
WASP-57,1,13.04,12.729,5600,0.89,0.93
WASP-58,1,11.66,11.635,5800,1.06,1.22
WASP-59,1,13,12.314,4650,0.72,0.61
WASP-6,1,11.9,11.976,5450,0.55,0.73
WASP-60,1,12.18,12.02,5900,1.19,1.17
WASP-61,1,12.5,12.07,6250,1.82,1.55
WASP-62,1,10.3,10.072,6230,1.11,1.23
WASP-63,1,11.2,10.919,5550,1.28,1.86
WASP-64,1,12.29,12.526,5400,1,1.06
WASP-65,1,11.9,11.751,5600,0.93,1.01
WASP-66,1,11.6,11.59,6600,1.33,1.76
WASP-67,1,12.5,11.914,5200,0.91,0.88
WASP-68,1,10.7,10.409,5910,1.49,1.79
WASP-69,1,9.87,9.485,4700,0.98,0.86
WASP-7,1,9.51,9.377,6400,1.28,1.43
WASP-70 A,1,10.79,11.032,5763,1.11,1.22
WASP-71,1,10.56,10.568,6050,0.76,1.82
WASP-72,1,10.88,10.838,6250,2.78,2.18
WASP-73,1,10.5,10.261,6030,2.52,2.55
WASP-74,1,9.7,9.572,5990,0.98,1.42
WASP-75,1,11.45,11.335,6100,1.14,1.26
WASP-76,1,9.5,9.395,6250,1.46,1.73
WASP-77 A,1,10.3,10.097,5365,1.49,1.09
WASP-78,1,12,12.188,6100,1.87,2.46
WASP-79,1,10.1,9.972,6600,1.43,1.6
WASP-80,1,11.87,11.273,4143,0.58,0.59
WASP-81,1,,12.333,5870,1.08,1.28
WASP-82,1,10.1,9.898,6480,1.48,2.1
WASP-83,1,12.9,12.008,5510,1.11,1.05
WASP-84,1,10.83,10.575,5314,0.84,0.75
WASP-85 A,1,10.72,10.624,6112,1.09,0.94
WASP-87,1,,10.709,6450,1.2,1.63
WASP-88,1,11.4,11.478,6430,0.94,1.8
WASP-89,1,13.1,12.989,5130,0.92,0.88
WASP-90,1,11.7,11.456,6430,1.55,1.98
WASP-91,1,12,11.624,4920,0.84,0.86
WASP-92,1,13.18,12.818,6280,1.19,1.34
WASP-93,1,10.97,10.978,6700,1.33,1.52
WASP-94 A,1,10.1,10.029,6170,1.67,1.48
WASP-94 B,1,10.5,10.405,6040,1.24,1.35
WASP-95,1,,9.937,5830,1.46,1.23
WASP-96,1,,12.383,5540,1.06,1.05
WASP-97,1,,10.424,5640,1.18,1.08
WASP-98,1,,12.868,5473,0.81,0.74
WASP-99,1,,9.325,6150,1.21,1.64
WD 0806-661,1,,13.683,,0.62,
WISEP J121756.91+162640.2 A,1,,,575,0.03,0.09
WTS-1,1,16.13,16.43,6250,1.2,1.15
WTS-2,1,15.9,15.596,5000,0.82,0.75
Wolf 503,1,10.26,9.898,4716,0.69,0.69
XO-1,1,11.19,11.004,5750,0.88,0.88
XO-2 N,1,11.138,10.972,,0.97,0.99
XO-3,1,9.8,9.739,6429,0.58,1.54
XO-4,1,10.674,10.513,6397,1.1,1.45
XO-5,1,12.13,11.95,5430,1.04,1.13
XO-6,1,10.25,10.191,6720,1.47,1.93
XO-7,1,10.52,10.457,6250,1.41,1.48
alf Ari,1,2,,4553,1.5,13.9
alf Tau,1,0.85,,4055,1.13,45.1
bet Cnc,1,3.53,2.927,4092.1,1.7,47.2
bet UMi,1,2.08,,4126,1.4,38.3
eps CrB,1,4.15,3.66,4406,1.7,21
eps Eri,1,3.82,3.369,,0.83,
eps Ind A,1,4.69,4.273,,0.75,
eps Tau,1,3.54,3.159,4901,2.7,13.7
gam 1 Leo,1,1.98,,4330,1.23,31.88
gam Cep,1,3.21,2.804,,1.4,4.9
iot Dra,1,3.29,2.847,4530,1.05,
kap And,1,4.14,4.053,10900,2.6,
kap CrB,1,4.79,4.46,4871,1.5,4.85
mu Leo,1,3.88,3.421,4538.2,1.5,11.4
ome Ser,1,5.23,4.883,4770,2.17,12.3
omi CrB,1,5.51,5.187,4749,2.13,10.5
omi UMa,1,3.36,3.027,5242,3.09,14.1
psi 1 Dra B,1,5.699,5.63,6212,1.19,
tau Boo,1,4.5,4.295,6400,1.34,1.46
tau Gem,1,4.42,3.954,4388,2.3,26.8
xi Aql,1,4.707,4.356,4780,2.2,12
